,ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,cell_line,RBP,alt_splice_type
349,24414,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24414,"112,332","2,7","308,451","0,2",187,99,0.0177081276777,0.2312421763265849,"0.967,0.962","1.0,0.992",-0.032,HepG2,XPO1,SE
350,24415,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24415,"61,158","2,7","193,253","0,2",172,99,0.00139889430077,0.0454967170989987,"0.946,0.929","1.0,0.986",-0.055,HepG2,XPO1,SE
351,24416,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,24416,"143,398","1,1","393,600","0,0",198,99,1.0,1.0,"0.986,0.995","1.0,1.0",-0.01,HepG2,XPO1,SE
352,24418,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,24418,"0,1","51,230","2,0","172,270",198,99,1.0,1.0,"0.0,0.002","0.006,0.0",-0.002,HepG2,XPO1,SE
353,23048,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,23048,"25,13","5,4","2,3","0,10",186,99,0.53335455182,1.0,"0.727,0.634","1.0,0.138",0.112,HepG2,NPM1,SE
354,23049,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,23049,"12,5","0,0","8,3","4,0",186,99,0.00515545251541,0.0768969636651876,"1.0,1.0","0.516,1.0",0.242,HepG2,NPM1,SE
355,23050,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,23050,"158,93","0,0","85,50","0,2",187,99,0.549797491213,1.0,"1.0,1.0","1.0,0.93",0.035,HepG2,NPM1,SE
356,23051,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,23051,"50,31","0,0","44,19","0,2",172,99,0.828568864436,1.0,"1.0,1.0","1.0,0.845",0.078,HepG2,NPM1,SE
357,23052,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,23052,"1017,694","4,0","623,1075","0,0",198,99,1.0,1.0,"0.992,1.0","1.0,1.0",-0.004,HepG2,NPM1,SE
358,23053,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,23053,"2446,1788","0,1","1517,2056","0,0",194,99,1.0,1.0,"1.0,0.999","1.0,1.0",-0.0,HepG2,NPM1,SE
359,22404,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,22404,"31,46","2,3","64,34","10,3",186,99,0.129026221727,0.7340273041677019,"0.892,0.891","0.773,0.858",0.076,HepG2,ZC3H8,SE
360,22405,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,22405,"20,24","2,3","44,25","1,1",186,99,0.0429432842144,0.367514687377882,"0.842,0.81","0.959,0.93",-0.118,HepG2,ZC3H8,SE
361,22406,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,22406,"149,229","1,1","167,138","3,4",187,99,0.0446312905606,0.3756445984800441,"0.987,0.992","0.967,0.948",0.032,HepG2,ZC3H8,SE
362,22407,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,22407,"84,131","1,1","88,64","3,4",172,99,0.0107638103046,0.149627937382084,"0.98,0.987","0.944,0.902",0.06,HepG2,ZC3H8,SE
363,22409,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,22409,"0,0","100,154","2,0","86,99",198,99,1.0,1.0,"0.0,0.0","0.011,0.0",-0.005,HepG2,ZC3H8,SE
364,22410,ENSG00000090621.13,PABPC4,chr1,-,39575758,39576223,39572392,39572586,39576551,39576790,22410,"72,108","0,0","81,110","0,2",198,99,0.718645108007,1.0,"1.0,1.0","1.0,0.965",0.018,HepG2,ZC3H8,SE
365,26001,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26001,"231,227","0,0","486,456","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.991",0.004,HepG2,PRPF8,SE
366,26002,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26002,"39,56","0,0","102,112","0,2",159,99,1.0,1.0,"1.0,1.0","1.0,0.972",0.014,HepG2,PRPF8,SE
367,26003,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26003,"100,59","19,16","108,166","4,5",186,99,5.20579177543e-08,1.1747300777259276e-05,"0.737,0.662","0.935,0.946",-0.241,HepG2,PRPF8,SE
368,26004,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26004,"76,33","1,1","56,100","1,3",186,99,0.39531276365,1.0,"0.976,0.946","0.968,0.947",0.003,HepG2,PRPF8,SE
369,26005,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26005,"264,279","5,2","445,492","7,3",187,99,0.938360186379,1.0,"0.965,0.987","0.971,0.989",-0.004,HepG2,PRPF8,SE
370,26006,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26006,"136,164","5,2","225,235","7,3",172,99,0.890735038219,1.0,"0.94,0.979","0.949,0.978",-0.004,HepG2,PRPF8,SE
371,26007,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26007,"338,331","1,0","529,522","1,0",198,99,1.0,1.0,"0.994,1.0","0.996,1.0",-0.001,HepG2,PRPF8,SE
372,26484,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26484,"172,231","5,9","72,173","3,4",186,99,0.537251295159,1.0,"0.948,0.932","0.927,0.958",-0.003,HepG2,RBM27,SE
373,26485,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26485,"117,140","2,5","28,62","0,3",186,99,0.641839577455,1.0,"0.969,0.937","1.0,0.917",-0.005,HepG2,RBM27,SE
374,26486,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26486,"414,567","7,11","194,537","1,6",187,99,0.0814883061135,0.6313362365503906,"0.969,0.965","0.99,0.979",-0.017,HepG2,RBM27,SE
375,26487,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26487,"245,308","7,11","117,297","1,6",172,99,0.0786234806216,0.6189292946382032,"0.953,0.942","0.985,0.966",-0.028,HepG2,RBM27,SE
376,26488,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26488,"515,785","2,0","276,605","0,0",198,99,1.0,1.0,"0.992,1.0","1.0,1.0",-0.004,HepG2,RBM27,SE
377,26491,ENSG00000090621.13,PABPC4,chr1,-,39575758,39576223,39572392,39572586,39576551,39576790,26491,"169,179","0,1","39,93","0,0",198,99,1.0,1.0,"1.0,0.989","1.0,1.0",-0.006,HepG2,RBM27,SE
378,24758,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,24758,"239,100","0,1","486,456","0,2",198,99,1.0,1.0,"1.0,0.98","1.0,0.991",-0.006,HepG2,TFIP11,SE
379,24759,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,24759,"44,17","0,1","102,112","0,2",159,99,1.0,1.0,"1.0,0.914","1.0,0.972",-0.029,HepG2,TFIP11,SE
380,24760,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24760,"117,51","2,3","108,166","4,5",186,99,0.672244556119,1.0,"0.969,0.9","0.935,0.946",-0.006,HepG2,TFIP11,SE
381,24761,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24761,"71,22","1,0","56,100","1,3",186,99,0.171495600583,1.0,"0.974,1.0","0.968,0.947",0.029,HepG2,TFIP11,SE
382,24762,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24762,"292,143","6,2","445,492","7,3",187,99,0.398047981565,1.0,"0.963,0.974","0.971,0.989",-0.012,HepG2,TFIP11,SE
383,24763,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24763,"174,76","6,2","225,235","7,3",172,99,0.571637887663,1.0,"0.943,0.956","0.949,0.978",-0.014,HepG2,TFIP11,SE
384,24764,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,24764,"368,163","1,1","529,522","1,0",198,99,1.0,1.0,"0.995,0.988","0.996,1.0",-0.006,HepG2,TFIP11,SE
385,26182,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26182,"373,423","1,0","364,393","0,0",198,99,1.0,1.0,"0.995,1.0","1.0,1.0",-0.002,HepG2,DDX19B,SE
386,26183,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26183,"72,98","1,0","83,88","0,0",159,99,1.0,1.0,"0.978,1.0","1.0,1.0",-0.011,HepG2,DDX19B,SE
387,26184,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26184,"128,172","10,17","183,167","6,0",186,99,1.76102950826e-05,0.0026037967163837,"0.872,0.843","0.942,1.0",-0.114,HepG2,DDX19B,SE
388,26185,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26185,"91,116","8,2","105,90","2,0",186,99,0.00367824098033,0.1007504653294982,"0.858,0.969","0.965,1.0",-0.069,HepG2,DDX19B,SE
389,26186,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26186,"338,395","9,11","372,399","3,3",187,99,0.00207963623449,0.0695405754435095,"0.952,0.95","0.985,0.986",-0.035,HepG2,DDX19B,SE
390,26187,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26187,"185,227","9,11","228,206","3,3",172,99,0.00215040304362,0.0709476497622866,"0.922,0.922","0.978,0.975",-0.054,HepG2,DDX19B,SE
391,26188,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26188,"484,519","1,0","500,494","0,3",198,99,1.0,1.0,"0.996,1.0","1.0,0.988",0.004,HepG2,DDX19B,SE
392,26189,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,26189,"430,455","0,1","583,589","0,1",194,99,1.0,1.0,"1.0,0.996","1.0,0.997",-0.0,HepG2,DDX19B,SE
393,26924,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26924,"468,461","0,0","486,456","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.991",0.004,HepG2,DDX55,SE
394,26925,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26925,"82,90","0,0","102,112","0,2",159,99,1.0,1.0,"1.0,1.0","1.0,0.972",0.014,HepG2,DDX55,SE
395,26926,ENSG00000090621.13,PABPC4,chr1,-,39562322,39562380,39562072,39562203,39563613,39563741,26926,"87,85","0,1","90,109","0,0",157,99,1.0,1.0,"1.0,0.982","1.0,1.0",-0.009,HepG2,DDX55,SE
396,26927,ENSG00000090621.13,PABPC4,chr1,-,39562322,39562416,39562072,39562203,39563613,39563741,26927,"208,228","0,1","182,263","0,0",193,99,1.0,1.0,"1.0,0.992","1.0,1.0",-0.004,HepG2,DDX55,SE
397,26928,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26928,"158,173","13,3","108,166","4,5",186,99,0.346117949967,1.0,"0.866,0.968","0.935,0.946",-0.023,HepG2,DDX55,SE
398,26929,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26929,"82,100","2,0","56,100","1,3",186,99,0.193088963206,1.0,"0.956,1.0","0.968,0.947",0.02,HepG2,DDX55,SE
399,26930,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26930,"375,444","4,2","445,492","7,3",187,99,0.386700851323,1.0,"0.98,0.992","0.971,0.989",0.006,HepG2,DDX55,SE
400,26931,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26931,"223,283","4,2","225,235","7,3",172,99,0.203525121388,1.0,"0.97,0.988","0.949,0.978",0.015,HepG2,DDX55,SE
401,26932,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26932,"519,628","0,3","529,522","1,0",198,99,1.0,1.0,"1.0,0.991","0.996,1.0",-0.002,HepG2,DDX55,SE
402,26934,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,26934,"0,1","205,235","0,0","279,268",198,99,1.0,1.0,"0.0,0.002","0.0,0.0",0.001,HepG2,DDX55,SE
403,23239,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,23239,"82,41","5,5","2,3","0,10",186,99,0.188262541896,0.8141934964946066,"0.897,0.814","1.0,0.138",0.286,HepG2,NUFIP2,SE
404,23240,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,23240,"60,24","3,0","8,3","4,0",186,99,0.0599323906902,0.3858904303930785,"0.914,1.0","0.516,1.0",0.199,HepG2,NUFIP2,SE
405,23241,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,23241,"164,186","1,0","85,50","0,2",187,99,0.549758975813,1.0,"0.989,1.0","1.0,0.93",0.029,HepG2,NUFIP2,SE
406,23242,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,23242,"62,77","1,0","44,19","0,2",172,99,0.846553681113,1.0,"0.973,1.0","1.0,0.845",0.064,HepG2,NUFIP2,SE
407,23243,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,23243,"627,540","0,1","623,1075","0,0",198,99,1.0,1.0,"1.0,0.996","1.0,1.0",-0.002,HepG2,NUFIP2,SE
408,26881,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26881,"773,618","1,1","1246,709","0,0",198,99,1.0,1.0,"0.997,0.997","1.0,1.0",-0.003,HepG2,PUM2,SE
409,26882,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26882,"162,115","1,1","277,147","0,0",159,99,1.0,1.0,"0.99,0.986","1.0,1.0",-0.012,HepG2,PUM2,SE
410,26883,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26883,"138,185","7,4","273,123","3,5",186,99,0.266376549636,1.0,"0.913,0.961","0.98,0.929",-0.017,HepG2,PUM2,SE
411,26884,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26884,"67,94","2,3","108,46","3,4",186,99,0.489425538169,1.0,"0.947,0.943","0.95,0.86",0.04,HepG2,PUM2,SE
412,26885,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26885,"514,455","14,11","948,541","7,3",187,99,0.000177406456333,0.008829044168589,"0.951,0.956","0.986,0.99",-0.034,HepG2,PUM2,SE
413,26886,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26886,"304,260","14,11","577,307","7,3",172,99,0.00015104120683,0.0077887120344558,"0.926,0.932","0.979,0.983",-0.052,HepG2,PUM2,SE
414,26887,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26887,"695,586","1,0","1346,687","0,1",198,99,1.0,1.0,"0.997,1.0","1.0,0.997",0.0,HepG2,PUM2,SE
415,26888,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,26888,"708,707","0,1","1553,725","0,0",194,99,1.0,1.0,"1.0,0.997","1.0,1.0",-0.002,HepG2,PUM2,SE
416,26889,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,26889,"0,2","284,307","2,2","573,316",198,99,1.0,1.0,"0.0,0.003","0.002,0.003",-0.001,HepG2,PUM2,SE
417,24541,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,24541,"574,626","1,0","411,390","0,0",198,99,1.0,1.0,"0.997,1.0","1.0,1.0",-0.002,HepG2,SART3,SE
418,24542,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,24542,"148,124","1,0","97,86","0,0",159,99,1.0,1.0,"0.989,1.0","1.0,1.0",-0.006,HepG2,SART3,SE
419,24543,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24543,"236,274","2,3","109,132","4,1",186,99,0.365620606575,1.0,"0.984,0.98","0.936,0.986",0.021,HepG2,SART3,SE
420,24544,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24544,"96,127","0,1","40,40","1,2",186,99,0.301542791395,1.0,"1.0,0.985","0.955,0.914",0.058,HepG2,SART3,SE
421,24545,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24545,"455,605","1,2","405,401","3,4",187,99,0.783794251167,1.0,"0.996,0.994","0.986,0.982",0.011,HepG2,SART3,SE
422,24546,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24546,"242,338","1,2","220,223","3,4",172,99,0.183843071664,1.0,"0.993,0.99","0.977,0.97",0.018,HepG2,SART3,SE
423,26608,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26608,"837,899","0,0","486,456","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.991",0.004,HepG2,XRN2,SE
424,26609,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26609,"171,198","0,0","102,112","0,2",159,99,1.0,1.0,"1.0,1.0","1.0,0.972",0.014,HepG2,XRN2,SE
425,26610,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26610,"179,225","7,7","108,166","4,5",186,99,0.806515542739,1.0,"0.932,0.945","0.935,0.946",-0.002,HepG2,XRN2,SE
426,26611,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26611,"137,161","6,4","56,100","1,3",186,99,0.384881913515,1.0,"0.924,0.955","0.968,0.947",-0.018,HepG2,XRN2,SE
427,26612,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26612,"593,608","5,5","445,492","7,3",187,99,0.635186829703,1.0,"0.984,0.985","0.971,0.989",0.004,HepG2,XRN2,SE
428,26613,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26613,"336,349","5,5","225,235","7,3",172,99,0.445360155684,1.0,"0.975,0.976","0.949,0.978",0.012,HepG2,XRN2,SE
429,26614,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26614,"778,789","5,2","529,522","1,0",198,99,1.0,1.0,"0.987,0.995","0.996,1.0",-0.007,HepG2,XRN2,SE
430,32105,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,32105,"695,400","0,0","614,913","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.998",0.001,HepG2,SRFBP1,SE
431,32106,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,32106,"148,79","0,0","153,227","0,1",159,99,1.0,1.0,"1.0,1.0","1.0,0.993",0.004,HepG2,SRFBP1,SE
432,32107,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,32107,"275,200","2,5","276,438","10,9",186,99,0.106230686307,0.539871739421034,"0.987,0.955","0.936,0.963",0.021,HepG2,SRFBP1,SE
433,32108,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,32108,"176,107","6,2","157,261","4,5",186,99,0.695876519258,1.0,"0.94,0.966","0.954,0.965",-0.007,HepG2,SRFBP1,SE
434,32109,ENSG00000090621.13,PABPC4,chr1,-,39564422,39564542,39563613,39563741,39571233,39571349,32109,"2,6","0,0","10,9","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.818",0.091,HepG2,SRFBP1,SE
435,32110,ENSG00000090621.13,PABPC4,chr1,-,39564470,39564542,39563613,39563741,39571233,39571349,32110,"5,1","0,0","1,4","0,1",171,99,1.0,1.0,"1.0,1.0","1.0,0.698",0.151,HepG2,SRFBP1,SE
436,32111,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,32111,"563,368","17,9","644,848","6,5",187,99,0.000152132989454,0.0033149228268824,"0.946,0.956","0.983,0.989",-0.035,HepG2,SRFBP1,SE
437,32112,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,32112,"272,164","17,9","332,409","6,5",172,99,8.39908250879e-05,0.0020337917448931,"0.902,0.913","0.97,0.979",-0.067,HepG2,SRFBP1,SE
438,32114,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,32114,"0,2","403,243","1,5","430,605",198,99,1.0,1.0,"0.0,0.004","0.001,0.004",-0.001,HepG2,SRFBP1,SE
439,24064,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24064,"205,174","1,1","109,132","4,1",186,99,0.176236379251,1.0,"0.991,0.989","0.936,0.986",0.029,HepG2,STIP1,SE
440,24065,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24065,"93,53","0,1","40,40","1,2",186,99,0.158123137024,0.9876840510504468,"1.0,0.966","0.955,0.914",0.048,HepG2,STIP1,SE
441,24066,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24066,"350,410","0,4","405,401","3,4",187,99,0.850289559345,1.0,"1.0,0.982","0.986,0.982",0.007,HepG2,STIP1,SE
442,24067,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24067,"182,215","0,4","220,223","3,4",172,99,0.354152206565,1.0,"1.0,0.969","0.977,0.97",0.011,HepG2,STIP1,SE
443,24068,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,24068,"457,526","1,0","508,434","0,0",198,99,1.0,1.0,"0.996,1.0","1.0,1.0",-0.002,HepG2,STIP1,SE
444,24069,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,24069,"520,634","0,1","565,515","0,0",194,99,1.0,1.0,"1.0,0.997","1.0,1.0",-0.002,HepG2,STIP1,SE
445,27341,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,27341,"420,199","1,0","486,456","0,2",198,99,1.0,1.0,"0.995,1.0","1.0,0.991",0.002,HepG2,NONO,SE
446,27342,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,27342,"78,47","1,0","102,112","0,2",159,99,1.0,1.0,"0.98,1.0","1.0,0.972",0.004,HepG2,NONO,SE
447,27343,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,27343,"148,132","9,10","108,166","4,5",186,99,0.0563441463532,0.534435433404611,"0.897,0.875","0.935,0.946",-0.054,HepG2,NONO,SE
448,27344,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,27344,"84,93","0,5","56,100","1,3",186,99,0.643321943373,1.0,"1.0,0.908","0.968,0.947",-0.004,HepG2,NONO,SE
449,27345,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,27345,"410,349","4,1","445,492","7,3",187,99,0.28243025844,1.0,"0.982,0.995","0.971,0.989",0.008,HepG2,NONO,SE
450,27346,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,27346,"251,199","4,1","225,235","7,3",172,99,0.14949315019,0.935878178459968,"0.973,0.991","0.949,0.978",0.018,HepG2,NONO,SE
451,27347,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,27347,"603,417","3,2","529,522","1,0",198,99,1.0,1.0,"0.99,0.99","0.996,1.0",-0.008,HepG2,NONO,SE
452,26179,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,26179,"526,638","1,0","1246,709","0,0",198,99,1.0,1.0,"0.996,1.0","1.0,1.0",-0.002,HepG2,FMR1,SE
453,26180,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,26180,"114,137","1,0","277,147","0,0",159,99,1.0,1.0,"0.986,1.0","1.0,1.0",-0.007,HepG2,FMR1,SE
454,26181,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26181,"198,164","9,5","273,123","3,5",186,99,0.126770160694,0.9637513605665204,"0.921,0.946","0.98,0.929",-0.021,HepG2,FMR1,SE
455,26182,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26182,"99,54","2,6","108,46","3,4",186,99,0.864843966542,1.0,"0.963,0.827","0.95,0.86",-0.01,HepG2,FMR1,SE
456,26183,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26183,"465,464","3,3","948,541","7,3",187,99,0.898157875139,1.0,"0.988,0.988","0.986,0.99",0.0,HepG2,FMR1,SE
457,26184,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26184,"261,258","3,3","577,307","7,3",172,99,1.0,1.0,"0.98,0.98","0.979,0.983",-0.001,HepG2,FMR1,SE
458,26185,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26185,"556,620","3,0","1346,687","0,1",198,99,1.0,1.0,"0.989,1.0","1.0,0.997",-0.004,HepG2,FMR1,SE
459,26187,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,26187,"0,0","243,289","2,2","573,316",198,99,1.0,1.0,"0.0,0.0","0.002,0.003",-0.003,HepG2,FMR1,SE
460,24853,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,24853,"503,544","0,2","236,533","0,0",198,99,1.0,1.0,"1.0,0.993","1.0,1.0",-0.004,HepG2,RPL23A,SE
461,24854,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,24854,"102,105","0,2","52,136","0,0",159,99,1.0,1.0,"1.0,0.97","1.0,1.0",-0.015,HepG2,RPL23A,SE
